time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
1957-01-03T08:00:00,140.6,7.1,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1957-01-03T14:00:00,139.3,7.2,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1957-01-03T20:00:00,138.0,7.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-04T02:00:00,136.4,7.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-04T08:00:00,135.1,8.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-04T14:00:00,134.0,8.2,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-04T20:00:00,132.7,7.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-05T02:00:00,131.3,7.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1957-01-05T08:00:00,129.5,8.0,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1957-01-05T14:00:00,128.6,8.6,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1957-01-05T20:00:00,127.9,9.4,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1957-01-06T02:00:00,127.0,10.1,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1957-01-06T08:00:00,125.9,10.5,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1957-01-06T14:00:00,124.6,10.6,,0,0,,,1000,,,,,,,,,,,,,,,,,
1957-01-06T20:00:00,124.0,10.6,,0,0,,,1002,,,,,,,,,,,,,,,,,
1957-01-07T02:00:00,123.4,10.7,,0,0,,,1006,,,,,,,,,,,,,,,,,
1957-01-07T08:00:00,122.8,10.8,,0,0,,,1008,,,,,,,,,,,,,,,,,
